dyadid,ccode1,ccode2,dem1,dem2,distance,allies
450625,450,625,-6,7,3005,1
450630,450,630,-6,-10,4418,0
450640,450,640,-6,9,3565,0
450645,450,645,-6,-7,3992,0
450651,450,651,-6,-7,3185,1
450652,450,652,-6,-7,3550,0
450660,450,660,-6,2,3516,0
450663,450,663,-6,-9,3492,0
450666,450,666,-6,9,3449,0
450670,450,670,-6,-10,4006,0
450678,450,678,-6,-3,3778,0
450680,450,680,-6,-5,3826,0
450690,450,690,-6,-9,4136,0
450700,450,700,-6,-7,5408,0
450710,450,710,-6,-9,7813,0
450712,450,712,-6,-7,7135,0
450713,450,713,-6,-8,8577,0
450731,450,731,-6,-9,8260,0
450732,450,732,-6,-3,8375,0
450740,450,740,-6,10,8970,0
450750,450,750,-6,9,5895,0
450770,450,770,-6,3,5636,0
450775,450,775,-6,-7,7209,0
450780,450,780,-6,7,6216,0
450781,450,781,-6,,5801,0
450790,450,790,-6,-9,6393,0
450800,450,800,-6,,7535,0
450811,450,811,-6,-9,7857,0
450812,450,812,-6,,7606,0
450816,450,816,-6,-8,7755,0
450817,450,817,-6,-3,7985,0
450820,450,820,-6,10,7742,0
450830,450,830,-6,-2,7907,0
450840,450,840,-6,5,8841,0
450850,450,850,-6,-7,8162,0
450900,450,900,-6,10,10072,0
450920,450,920,-6,10,10005,0
451452,451,452,2,-7,917,1
451461,451,461,2,-7,1006,1
451471,451,471,2,-7,1733,1
451475,451,475,2,-7,1397,1
451481,451,481,2,-7,1662,1
451482,451,482,2,-9,2205,1
451483,451,483,2,-9,1941,1
451484,451,484,2,-7,2157,1
451490,451,490,2,-9,2159,1
451500,451,500,2,-6,3207,1
451501,451,501,2,0,3517,0
451510,451,510,2,-7,3773,1
451516,451,516,2,-7,3052,1
451517,451,517,2,-5,3073,1
451520,451,520,2,7,4057,1
451530,451,530,2,-9,3548,1
451551,451,551,2,0,3291,1
451552,451,552,2,4,3531,0
451553,451,553,2,-9,3583,1
451560,451,560,2,4,10663,0
451570,451,570,2,9,3767,0
451571,451,571,2,10,3497,0
451572,451,572,2,0,3831,0
451580,451,580,2,-2,4525,1
451590,451,590,2,9,5202,0
451600,451,600,2,-9,1813,1
451615,451,615,2,-9,2208,1
451616,451,616,2,-9,2448,1
451620,451,620,2,-7,2388,1
451625,451,625,2,7,3129,1
451630,451,630,2,-10,4464,0
451640,451,640,2,9,3572,0
451645,451,645,2,-7,4043,0
451651,451,651,2,-7,3236,1
451652,451,652,2,-7,3591,0
451660,451,660,2,2,3555,0
451663,451,663,2,-9,3540,0
451666,451,666,2,9,3497,0
451670,451,670,2,-10,4096,0
451678,451,678,2,-3,3906,0
451680,451,680,2,-5,3964,0
451690,451,690,2,-9,4207,0
451700,451,700,2,-7,5464,0
451710,451,710,2,-9,7808,0
451712,451,712,2,-7,7116,0
451713,451,713,2,-8,8619,0
451731,451,731,2,-9,8239,0
451732,451,732,2,-3,8357,0
451740,451,740,2,10,8922,0
451750,451,750,2,9,5971,0
451770,451,770,2,3,5694,0
451775,451,775,2,-7,7316,0
451780,451,780,2,7,6364,0
451781,451,781,2,,5959,0
451790,451,790,2,-9,6469,0
451800,451,800,2,,7650,0
451811,451,811,2,-9,7976,0
451812,451,812,2,,7703,0
451816,451,816,2,-8,7837,0
451817,451,817,2,-3,8105,0
451820,451,820,2,10,7891,0
451830,451,830,2,-2,8061,0
451840,451,840,2,5,8929,0
451850,451,850,2,-7,8337,0
451900,451,900,2,10,10285,0
451920,451,920,2,10,10128,0
452461,452,461,-7,-7,0,1
452471,452,471,-7,-7,818,1
452475,452,475,-7,-7,566,1
452481,452,481,-7,-7,757,1
452482,452,482,-7,-9,1298,1
452483,452,483,-7,-9,1137,1
452484,452,484,-7,-7,1268,1
452490,452,490,-7,-9,1270,1
452500,452,500,-7,-6,2293,1
452501,452,501,-7,0,2601,0
452510,452,510,-7,-7,2857,1
452516,452,516,-7,-7,2135,1
452517,452,517,-7,-5,2155,1
452520,452,520,-7,7,3154,1
452530,452,530,-7,-9,2679,1
452551,452,551,-7,0,2432,1
452552,452,552,-7,4,2678,0
452553,452,553,-7,-9,2696,1
452560,452,560,-7,4,10419,0
452570,452,570,-7,9,3033,0
452571,452,571,-7,10,2731,0
452572,452,572,-7,0,3045,0
452580,452,580,-7,-2,3636,1
452590,452,590,-7,9,4305,0
452600,452,600,-7,-9,2015,1
452615,452,615,-7,-9,2170,1
452616,452,616,-7,-9,2259,1
452620,452,620,-7,-7,2079,1
452625,452,625,-7,7,2328,1
452630,452,630,-7,-10,3878,0
452640,452,640,-7,9,3143,0
452645,452,645,-7,-7,3447,0
452651,452,651,-7,-7,2658,1
452652,452,652,-7,-7,3037,0
452660,452,660,-7,2,3012,0
452663,452,663,-7,-9,2964,0
452666,452,666,-7,9,2922,0
452670,452,670,-7,-10,3378,0
452678,452,678,-7,-3,3089,0
452680,452,680,-7,-5,3124,0
452690,452,690,-7,-9,3546,0
452700,452,700,-7,-7,4837,0
452710,452,710,-7,-9,7348,0
452712,452,712,-7,-7,6718,0
452713,452,713,-7,-8,7999,0
452731,452,731,-7,-9,7826,0
452732,452,732,-7,-3,7934,0
452740,452,740,-7,10,8592,0
452750,452,750,-7,9,5278,0
452770,452,770,-7,3,5057,0
452775,452,775,-7,-7,6534,0
452780,452,780,-7,7,5499,0
452781,452,781,-7,,5076,0
452790,452,790,-7,-9,5773,0
452800,452,800,-7,,6849,0
452811,452,811,-7,-9,7165,0
452812,452,812,-7,,6942,0
452816,452,816,-7,-8,7113,0
452817,452,817,-7,-3,7291,0
452820,452,820,-7,10,7022,0
452830,452,830,-7,-2,7184,0
452840,452,840,-7,5,8185,0
452850,452,850,-7,-7,7432,0
452900,452,900,-7,10,9613,0
452920,452,920,-7,10,9957,0
461471,461,471,-7,-7,728,1
461475,461,475,-7,-7,460,1
461481,461,481,-7,-7,694,1
461482,461,482,-7,-9,1202,1
461483,461,483,-7,-9,1031,1
461484,461,484,-7,-7,1209,1
461490,461,490,-7,-9,1211,1
461500,461,500,-7,-6,2202,1
461501,461,501,-7,0,2511,0
461510,461,510,-7,-7,2775,1
461516,461,516,-7,-7,2052,1
461517,461,517,-7,-5,2069,1
461520,461,520,-7,7,3057,1
461530,461,530,-7,-9,2576,1
461551,461,551,-7,0,2379,1
461552,461,552,-7,4,2626,0
461553,461,553,-7,-9,2633,1
461560,461,560,-7,4,10433,0
461570,461,570,-7,9,3010,0
461571,461,571,-7,10,2702,0
461572,461,572,-7,0,3010,0
461580,461,580,-7,-2,3570,1
461590,461,590,-7,9,4235,0
461600,461,600,-7,-9,1997,1
461615,461,615,-7,-9,2123,1
461616,461,616,-7,-9,2195,1
461620,461,620,-7,-7,2005,1
461625,461,625,-7,7,2222,1
461630,461,630,-7,-10,3777,0
461640,461,640,-7,9,3053,0
461645,461,645,-7,-7,3346,0
461651,461,651,-7,-7,2559,1
461652,461,652,-7,-7,2938,0
461660,461,660,-7,2,2914,0
461663,461,663,-7,-9,2864,0
461666,461,666,-7,9,2822,0
461670,461,670,-7,-10,3272,0
461678,461,678,-7,-3,2983,0
461680,461,680,-7,-5,3019,0
461690,461,690,-7,-9,3441,0
461700,461,700,-7,-7,4733,0
461710,461,710,-7,-9,7250,0
461712,461,712,-7,-7,6624,0
461713,461,713,-7,-8,7894,0
461731,461,731,-7,-9,7729,0
461732,461,732,-7,-3,7836,0
461740,461,740,-7,10,8498,0
461750,461,750,-7,9,5172,0
461770,461,770,-7,3,4952,0
461775,461,775,-7,-7,6428,0
461780,461,780,-7,7,5396,0
461781,461,781,-7,,4976,0
461790,461,790,-7,-9,5667,0
461800,461,800,-7,,6744,0
461811,461,811,-7,-9,7060,0
461812,461,812,-7,,6836,0
461816,461,816,-7,-8,7007,0
461817,461,817,-7,-3,7186,0
461820,461,820,-7,10,6920,0
461830,461,830,-7,-2,7083,0
461840,461,840,-7,5,8079,0
461850,461,850,-7,-7,7337,0
461900,461,900,-7,10,9581,0
461920,461,920,-7,10,9984,0
471475,471,475,-7,-7,0,1
471481,471,481,-7,-7,0,1
471482,471,482,-7,-9,0,1
471483,471,483,-7,-9,0,1
471484,471,484,-7,-7,0,1
471490,471,490,-7,-9,622,1
471500,471,500,-7,-6,1475,1
471501,471,501,-7,0,1783,0
471510,471,510,-7,-7,2053,1
471516,471,516,-7,-7,1331,1
471517,471,517,-7,-5,1343,1
471520,471,520,-7,7,2340,1
471530,471,530,-7,-9,1900,1
471551,471,551,-7,0,1759,1
471552,471,552,-7,4,2006,0
471553,471,553,-7,-9,1963,1
471560,471,560,-7,4,10009,0
471570,471,570,-7,9,2527,0
471571,471,571,-7,10,2197,0
471572,471,572,-7,0,2465,0
471580,471,580,-7,-2,2886,1
471590,471,590,-7,9,3535,0
471600,471,600,-7,-9,2398,1
471615,471,615,-7,-9,2339,1
471616,471,616,-7,-9,2279,1
471620,471,620,-7,-7,2011,1
471625,471,625,-7,7,1643,1
471630,471,630,-7,-10,3362,0
471640,471,640,-7,9,2828,0
471645,471,645,-7,-7,2941,0
471651,471,651,-7,-7,2223,1
471652,471,652,-7,-7,2598,0
471660,471,660,-7,2,2586,0
471663,471,663,-7,-9,2506,0
471666,471,666,-7,9,2468,0
471670,471,670,-7,-10,2746,0
471678,471,678,-7,-3,2360,0
471680,471,680,-7,-5,2370,0
471690,471,690,-7,-9,2967,0
471700,471,700,-7,-7,4250,0
471710,471,710,-7,-9,6833,0
471712,471,712,-7,-7,6273,0
471713,471,713,-7,-8,7349,0
471731,471,731,-7,-9,7330,0
471732,471,732,-7,-3,7427,0
471740,471,740,-7,10,8128,0
471750,471,750,-7,9,4623,0
471770,471,770,-7,3,4455,0
471775,471,775,-7,-7,5792,0
471780,471,780,-7,7,4705,0
471781,471,781,-7,,4272,0
471790,471,790,-7,-9,5108,0
471800,471,800,-7,,6093,0
471811,471,811,-7,-9,6400,0
471812,471,812,-7,,6212,0
471816,471,816,-7,-8,6406,0
471817,471,817,-7,-3,6522,0
471820,471,820,-7,10,6221,0
471830,471,830,-7,-2,6378,0
471840,471,840,-7,5,7452,0
471850,471,850,-7,-7,6615,0
471900,471,900,-7,10,8978,0
471920,471,920,-7,10,9659,0
475481,475,481,-7,-7,627,1
475482,475,482,-7,-9,850,1
475483,475,483,-7,-9,572,1
475484,475,484,-7,-7,1084,1
475490,475,490,-7,-9,1087,1
475500,475,500,-7,-6,1853,1
475501,475,501,-7,0,2166,0
475510,475,510,-7,-7,2473,1
475516,475,516,-7,-7,1758,1
475517,475,517,-7,-5,1754,1
475520,475,520,-7,7,2671,1
475530,475,530,-7,-9,2152,1
475551,475,551,-7,0,2232,1
475552,475,552,-7,4,2479,0
475553,475,553,-7,-9,2428,1
475560,475,560,-7,4,10474,0
475570,475,570,-7,9,2986,0
475571,475,571,-7,10,2659,0
475572,475,572,-7,0,2935,0
475580,475,580,-7,-2,3341,1
475590,475,590,-7,9,3979,0
475600,475,600,-7,-9,1937,1
475615,475,615,-7,-9,1927,1
475616,475,616,-7,-9,1920,1
475620,475,620,-7,-7,1686,1
475625,475,625,-7,7,1768,1
475630,475,630,-7,-10,3329,0
475640,475,640,-7,9,2651,0
475645,475,645,-7,-7,2899,0
475651,475,651,-7,-7,2122,1
475652,475,652,-7,-7,2502,0
475660,475,660,-7,2,2481,0
475663,475,663,-7,-9,2424,0
475666,475,666,-7,9,2383,0
475670,475,670,-7,-10,2813,0
475678,475,678,-7,-3,2535,0
475680,475,680,-7,-5,2579,0
475690,475,690,-7,-9,2985,0
475700,475,700,-7,-7,4277,0
475710,475,710,-7,-9,6809,0
475712,475,712,-7,-7,6198,0
475713,475,713,-7,-8,7435,0
475731,475,731,-7,-9,7293,0
475732,475,732,-7,-3,7398,0
475740,475,740,-7,10,8072,0
475750,475,750,-7,9,4712,0
475770,475,770,-7,3,4495,0
475775,475,775,-7,-7,5976,0
475780,475,780,-7,7,4970,0
475781,475,781,-7,,4562,0
475790,475,790,-7,-9,5208,0
475800,475,800,-7,,6295,0
475811,475,811,-7,-9,6614,0
475812,475,812,-7,,6381,0
475816,475,816,-7,-8,6548,0
475817,475,817,-7,-3,6741,0
475820,475,820,-7,10,6497,0
475830,475,830,-7,-2,6665,0
475840,475,840,-7,5,7623,0
475850,475,850,-7,-7,6946,0
475900,475,900,-7,10,9448,0
475920,475,920,-7,10,10101,0
481482,481,482,-7,-9,689,1
481483,481,483,-7,-9,898,1
481484,481,484,-7,-7,0,1
481490,481,490,-7,-9,518,1
481500,481,500,-7,-6,1600,1
481501,481,501,-7,0,1896,0
481510,481,510,-7,-7,2118,1
481516,481,516,-7,-7,1401,1
481517,481,517,-7,-5,1435,1
481520,481,520,-7,7,2486,1
481530,481,530,-7,-9,2101,1
481551,481,551,-7,0,1688,1
481552,481,552,-7,4,1936,0
481553,481,553,-7,-9,1940,1
481560,481,560,-7,4,9859,0
481570,481,570,-7,9,2374,0
481571,481,571,-7,10,2053,0
481572,481,572,-7,0,2345,0
481580,481,580,-7,-2,2879,1
481590,481,590,-7,9,3548,0
481600,481,600,-7,-9,2555,1
481615,481,615,-7,-9,2551,1
481616,481,616,-7,-9,2519,1
481620,481,620,-7,-7,2262,1
481625,481,625,-7,7,1895,1
481630,481,630,-7,-10,3636,0
481640,481,640,-7,9,3108,0
481645,481,645,-7,-7,3217,0
481651,481,651,-7,-7,2503,1
481652,481,652,-7,-7,2878,0
481660,481,660,-7,2,2867,0
481663,481,663,-7,-9,2785,0
481666,481,666,-7,9,2748,0
481670,481,670,-7,-10,3004,0
481678,481,678,-7,-3,2589,0
481680,481,680,-7,-5,2584,0
481690,481,690,-7,-9,3234,0
481700,481,700,-7,-7,4512,0
481710,481,710,-7,-9,7100,0
481712,481,712,-7,-7,6549,0
481713,481,713,-7,-8,7588,0
481731,481,731,-7,-9,7599,0
481732,481,732,-7,-3,7694,0
481740,481,740,-7,10,8398,0
481750,481,750,-7,9,4868,0
481770,481,770,-7,3,4714,0
481775,481,775,-7,-7,5999,0
481780,481,780,-7,7,4876,0
481781,481,781,-7,,4430,0
481790,481,790,-7,-9,5348,0
481800,481,800,-7,,6290,0
481811,481,811,-7,-9,6589,0
481812,481,812,-7,,6423,0
481816,481,816,-7,-8,6628,0
481817,481,817,-7,-3,6710,0
481820,481,820,-7,10,6378,0
481830,481,830,-7,-2,6528,0
481840,481,840,-7,5,7657,0
481850,481,850,-7,-7,6733,0
481900,481,900,-7,10,8906,0
481920,481,920,-7,10,9474,0
482483,482,483,-9,-9,0,1
482484,482,484,-9,-7,0,1
482490,482,490,-9,-9,0,1
482500,482,500,-9,-6,1007,1
482501,482,501,-9,0,1319,0
482510,482,510,-9,-7,1624,1
482516,482,516,-9,-7,918,1
482517,482,517,-9,-5,906,1
482520,482,520,-9,7,1856,1
482530,482,530,-9,-9,1418,1
482551,482,551,-9,0,1521,1
482552,482,552,-9,4,1755,0
482553,482,553,-9,-9,1643,1
482560,482,560,-9,4,9772,0
482570,482,570,-9,9,2403,0
482571,482,571,-9,10,2067,0
482572,482,572,-9,0,2282,0
482580,482,580,-9,-2,2521,1
482590,482,590,-9,9,3141,0
482600,482,600,-9,-9,2622,1
482615,482,615,-9,-9,2449,1
482616,482,616,-9,-9,2306,1
482620,482,620,-9,-7,2004,1
482625,482,625,-9,7,0,1
482630,482,630,-9,-10,3011,0
482640,482,640,-9,9,2617,0
482645,482,645,-9,-7,2605,0
482651,482,651,-9,-7,1960,1
482652,482,652,-9,-7,2316,0
482660,482,660,-9,2,2313,0
482663,482,663,-9,-9,2215,0
482666,482,666,-9,9,2181,0
482670,482,670,-9,-10,2337,0
482678,482,678,-9,-3,1901,0
482680,482,680,-9,-5,1897,0
482690,482,690,-9,-9,2587,0
482700,482,700,-9,-7,3848,0
482710,482,710,-9,-9,6443,0
482712,482,712,-9,-7,5922,0
482713,482,713,-9,-8,6900,0
482731,482,731,-9,-9,6944,0
482732,482,732,-9,-3,7036,0
482740,482,740,-9,10,7747,0
482750,482,750,-9,9,4185,0
482770,482,770,-9,3,4044,0
482775,482,775,-9,-7,5316,0
482780,482,780,-9,7,4218,0
482781,482,781,-9,,3785,0
482790,482,790,-9,-9,4662,0
482800,482,800,-9,,5612,0
482811,482,811,-9,-9,5916,0
482812,482,812,-9,,5738,0
482816,482,816,-9,-8,5940,0
482817,482,817,-9,-3,6038,0
482820,482,820,-9,10,5734,0
482830,482,830,-9,-2,5891,0
482840,482,840,-9,5,6975,0
482850,482,850,-9,-7,6135,0
482900,482,900,-9,10,8643,0
482920,482,920,-9,10,9500,0
483484,483,484,-9,-7,1133,1
483490,483,490,-9,-9,1136,1
483500,483,500,-9,-6,1454,1
483501,483,501,-9,0,1759,0
483510,483,510,-9,-7,2119,1
483516,483,516,-9,-7,1455,1
483517,483,517,-9,-5,1418,1
483520,483,520,-9,7,2191,1
483530,483,530,-9,-9,1621,1
483551,483,551,-9,0,2109,1
483552,483,552,-9,4,2342,0
483553,483,553,-9,-9,2215,1
483560,483,560,-9,4,10342,0
483570,483,570,-9,9,2983,0
483571,483,571,-9,10,2647,0
483572,483,572,-9,0,2870,0
483580,483,580,-9,-2,3062,1
483590,483,590,-9,9,3650,0
483600,483,600,-9,-9,2048,1
483615,483,615,-9,-9,1862,1
483616,483,616,-9,-9,1734,1
483620,483,620,-9,-7,0,1
483625,483,625,-9,7,0,1
483630,483,630,-9,-10,2792,0
483640,483,640,-9,9,2210,0
483645,483,645,-9,-7,2365,0
483651,483,651,-9,-7,1618,1
483652,483,652,-9,-7,1997,0
483660,483,660,-9,2,1982,0
483663,483,663,-9,-9,1909,0
483666,483,666,-9,9,1870,0
483670,483,670,-9,-10,2244,0
483678,483,678,-9,-3,1970,0
483680,483,680,-9,-5,2023,0
483690,483,690,-9,-9,2427,0
483700,483,700,-9,-7,3720,0
483710,483,710,-9,-9,6275,0
483712,483,712,-9,-7,5689,0
483713,483,713,-9,-8,6869,0
483731,483,731,-9,-9,6766,0
483732,483,732,-9,-3,6868,0
483740,483,740,-9,10,7556,0
483750,483,750,-9,9,4143,0
483770,483,770,-9,3,3935,0
483775,483,775,-9,-7,5406,0
483780,483,780,-9,7,4425,0
483781,483,781,-9,,4032,0
483790,483,790,-9,-9,4637,0
483800,483,800,-9,,5728,0
483811,483,811,-9,-9,6049,0
483812,483,812,-9,,5810,0
483816,483,816,-9,-8,5976,0
483817,483,817,-9,-3,6177,0
483820,483,820,-9,10,5952,0
483830,483,830,-9,-2,6125,0
483840,483,840,-9,5,7051,0
483850,483,850,-9,-7,6431,0
483900,483,900,-9,10,9169,0
483920,483,920,-9,10,10087,0
484490,484,490,-7,-9,0,1
484500,484,500,-7,-6,1237,1
484501,484,501,-7,0,1502,0
484510,484,510,-7,-7,1661,1
484516,484,516,-7,-7,974,1
484517,484,517,-7,-5,1033,1
484520,484,520,-7,7,2125,1
484530,484,530,-7,-9,1858,1
484551,484,551,-7,0,1173,1
484552,484,552,-7,4,1421,0
484553,484,553,-7,-9,1429,1
484560,484,560,-7,4,9391,0
484570,484,570,-7,9,1908,0
484571,484,571,-7,10,1578,0
484572,484,572,-7,0,1851,0
484580,484,580,-7,-2,2371,1
484590,484,590,-7,9,3045,0
484600,484,600,-7,-9,3017,1
484615,484,615,-7,-9,2947,1
484616,484,616,-7,-9,2859,1
484620,484,620,-7,-7,2574,1
484625,484,625,-7,7,1812,1
484630,484,630,-7,-10,3621,0
484640,484,640,-7,9,3255,0
484645,484,645,-7,-7,3225,0
484651,484,651,-7,-7,2598,1
484652,484,652,-7,-7,2952,0
484660,484,660,-7,2,2950,0
484663,484,663,-7,-9,2849,0
484666,484,666,-7,9,2817,0
484670,484,670,-7,-10,2909,0
484678,484,678,-7,-3,2400,0
484680,484,680,-7,-5,2358,0
484690,484,690,-7,-9,3180,0
484700,484,700,-7,-7,4411,0
484710,484,710,-7,-9,7003,0
484712,484,712,-7,-7,6517,0
484713,484,713,-7,-8,7365,0
484731,484,731,-7,-9,7506,0
484732,484,732,-7,-3,7590,0
484740,484,740,-7,10,8308,0
484750,484,750,-7,9,4695,0
484770,484,770,-7,3,4595,0
484775,484,775,-7,-7,5709,0
484780,484,780,-7,7,4524,0
484781,484,781,-7,,4061,0
484790,484,790,-7,-9,5154,0
484800,484,800,-7,,5975,0
484811,484,811,-7,-9,6259,0
484812,484,812,-7,,6139,0
484816,484,816,-7,-8,6367,0
484817,484,817,-7,-3,6373,0
484820,484,820,-7,10,5994,0
484830,484,830,-7,-2,6132,0
484840,484,840,-7,5,7350,0
484850,484,850,-7,-7,6297,0
484900,484,900,-7,10,8396,0
484920,484,920,-7,10,9042,0
490500,490,500,-9,-6,0,1
490501,490,501,-9,0,1501,0
490510,490,510,-9,-7,1660,1
490516,490,516,-9,-7,0,1
490517,490,517,-9,-5,0,1
490520,490,520,-9,7,2124,1
490530,490,530,-9,-9,1858,1
490551,490,551,-9,0,0,1
490552,490,552,-9,4,1419,0
490553,490,553,-9,-9,1427,1
490560,490,560,-9,4,9389,0
490570,490,570,-9,9,1905,0
490571,490,571,-9,10,1575,0
490572,490,572,-9,0,1848,0
490580,490,580,-9,-2,2369,1
490590,490,590,-9,9,3043,0
490600,490,600,-9,-9,3019,1
490615,490,615,-9,-9,2949,1
490616,490,616,-9,-9,2862,1
490620,490,620,-9,-7,2576,1
490625,490,625,-9,7,0,1
490630,490,630,-9,-10,3622,0
490640,490,640,-9,9,3257,0
490645,490,645,-9,-7,3226,0
490651,490,651,-9,-7,2600,1
490652,490,652,-9,-7,2953,0
490660,490,660,-9,2,2952,0
490663,490,663,-9,-9,2851,0
490666,490,666,-9,9,2818,0
490670,490,670,-9,-10,2910,0
490678,490,678,-9,-3,2401,0
490680,490,680,-9,-5,2358,0
490690,490,690,-9,-9,3181,0
490700,490,700,-9,-7,4412,0
490710,490,710,-9,-9,7003,0
490712,490,712,-9,-7,6518,0
490713,490,713,-9,-8,7365,0
490731,490,731,-9,-9,7506,0
490732,490,732,-9,-3,7591,0
490740,490,740,-9,10,8309,0
490750,490,750,-9,9,4695,0
490770,490,770,-9,3,4595,0
490775,490,775,-9,-7,5708,0
490780,490,780,-9,7,4523,0
490781,490,781,-9,,4060,0
490790,490,790,-9,-9,5154,0
490800,490,800,-9,,5975,0
490811,490,811,-9,-9,6258,0
490812,490,812,-9,,6139,0
490816,490,816,-9,-8,6366,0
490817,490,817,-9,-3,6372,0
490820,490,820,-9,10,5993,0
490830,490,830,-9,-2,6131,0
490840,490,840,-9,5,7349,0
490850,490,850,-9,-7,6295,0
490900,490,900,-9,10,8393,0
490920,490,920,-9,10,9039,0
500501,500,501,-6,0,0,0
500510,500,510,-6,-7,0,1
500516,500,516,-6,-7,339,1
500517,500,517,-6,-5,0,1
500520,500,520,-6,7,892,1
500530,500,530,-6,-9,735,1
500551,500,551,-6,0,1127,1
500552,500,552,-6,4,1260,0
500553,500,553,-6,-9,992,1
500560,500,560,-6,4,8927,0
500570,500,570,-6,9,2077,0
500571,500,571,-6,10,1785,0
500572,500,572,-6,0,1844,0
500580,500,580,-6,-2,1656,1
500590,500,590,-6,9,2203,0
500600,500,600,-6,-9,3455,1
500615,500,615,-6,-9,3151,1
500616,500,616,-6,-9,2902,1
500620,500,620,-6,-7,2583,1
500625,500,625,-6,7,0,1
500630,500,630,-6,-10,2729,0
500640,500,640,-6,9,2740,0
500645,500,645,-6,-7,2411,0
500651,500,651,-6,-7,2058,1
500652,500,652,-6,-7,2308,0
500660,500,660,-6,2,2329,0
500663,500,663,-6,-9,2199,0
500666,500,666,-6,9,2182,0
500670,500,670,-6,-10,1930,0
500678,500,678,-6,-3,1308,0
500680,500,680,-6,-5,1212,0
500690,500,690,-6,-9,2252,0
500700,500,700,-6,-7,3344,0
500710,500,710,-6,-9,5883,0
500712,500,712,-6,-7,5485,0
500713,500,713,-6,-8,6147,0
500731,500,731,-6,-9,6381,0
500732,500,732,-6,-3,6453,0
500740,500,740,-6,10,7171,0
500750,500,750,-6,9,3536,0
500770,500,770,-6,3,3499,0
500775,500,775,-6,-7,4474,0
500780,500,780,-6,7,3292,0
500781,500,781,-6,,2836,0
500790,500,790,-6,-9,3971,0
500800,500,800,-6,,4739,0
500811,500,811,-6,-9,5024,0
500812,500,812,-6,,4905,0
500816,500,816,-6,-8,5138,0
500817,500,817,-6,-3,5139,0
500820,500,820,-6,10,4781,0
500830,500,830,-6,-2,4929,0
500840,500,840,-6,5,6113,0
500850,500,850,-6,-7,5142,0
500900,500,900,-6,10,7719,0
500920,500,920,-6,10,8761,0
501510,501,510,0,-7,0,0
501516,501,516,0,-7,535,0
501517,501,517,0,-5,469,0
501520,501,520,0,7,0,0
501530,501,530,0,-9,0,1
501551,501,551,0,0,1138,0
501552,501,552,0,4,1210,0
501553,501,553,0,-9,903,0
501560,501,560,0,4,8641,0
501570,501,570,0,9,2034,0
501571,501,571,0,10,1774,0
501572,501,572,0,0,1772,0
501580,501,580,0,-2,1406,0
501590,501,590,0,9,1913,0
501600,501,600,0,-9,3739,0
501615,501,615,0,-9,3409,0
501616,501,616,0,-9,3140,0
501620,501,620,0,-7,2823,0
501625,501,625,0,7,0,0
501630,501,630,0,-10,2724,0
501640,501,640,0,9,2861,0
501645,501,645,0,-7,2446,0
501651,501,651,0,-7,2198,0
501652,501,652,0,-7,2406,0
501660,501,660,0,2,2434,0
501663,501,663,0,-9,2299,0
501666,501,666,0,9,2288,0
501670,501,670,0,-10,1911,0
501678,501,678,0,-3,1256,0
501680,501,680,0,-5,1123,0
501690,501,690,0,-9,2245,0
501700,501,700,0,-7,3245,0
501710,501,710,0,-9,5731,0
501712,501,712,0,-7,5379,0
501713,501,713,0,-8,5929,0
501731,501,731,0,-9,6223,0
501732,501,732,0,-3,6289,0
501740,501,740,0,10,7002,0
501750,501,750,0,9,3379,0
501770,501,770,0,3,3381,0
501775,501,775,0,-7,4234,0
501780,501,780,0,7,3024,0
501781,501,781,0,,2559,0
501790,501,790,0,-9,3792,0
501800,501,800,0,,4485,0
501811,501,811,0,-9,4761,0
501812,501,812,0,,4666,0
501816,501,816,0,-8,4909,0
501817,501,817,0,-3,4874,0
501820,501,820,0,10,4496,0
501830,501,830,0,-2,4639,0
501840,501,840,0,5,5858,0
501850,501,850,0,-7,4839,0
501900,501,900,0,10,7420,0
501920,501,920,0,10,8499,0
510516,510,516,-7,-7,0,1
510517,510,517,-7,-5,0,1
510520,510,520,-7,7,743,1
510530,510,530,-7,-9,1096,1
510551,510,551,-7,0,0,1
510552,510,552,-7,4,944,0
510553,510,553,-7,-9,0,1
510560,510,560,-7,4,8252,0
510570,510,570,-7,9,1737,0
510571,510,571,-7,10,1521,0
510572,510,572,-7,0,1453,0
510580,510,580,-7,-2,991,1
510590,510,590,-7,9,1532,0
510600,510,600,-7,-9,4131,1
510615,510,615,-7,-9,3818,1
510616,510,616,-7,-9,3555,1
510620,510,620,-7,-7,3238,1
510625,510,625,-7,7,1617,1
510630,510,630,-7,-10,3042,0
510640,510,640,-7,9,3258,0
510645,510,645,-7,-7,2797,0
510651,510,651,-7,-7,2604,1
510652,510,652,-7,-7,2794,0
510660,510,660,-7,2,2825,0
510663,510,663,-7,-9,2689,0
510666,510,666,-7,9,2681,0
510670,510,670,-7,-10,2231,0
510678,510,678,-7,-3,1569,0
510680,510,680,-7,-5,1409,0
510690,510,690,-7,-9,2568,0
510700,510,700,-7,-7,3462,0
510710,510,710,-7,-9,5852,0
510712,510,712,-7,-7,5565,0
510713,510,713,-7,-8,5940,0
510731,510,731,-7,-9,6331,0
510732,510,732,-7,-3,6386,0
510740,510,740,-7,10,7086,0
510750,510,750,-7,9,3518,0
510770,510,770,-7,3,3574,0
510775,510,775,-7,-7,4217,0
510780,510,780,-7,7,2956,0
510781,510,781,-7,,2475,0
510790,510,790,-7,-9,3892,0
